household_id,no_of_household_members,any_constructions_or_renovations_in_the_household
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1950,5,Yes
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1951,5,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1952,3,No
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1953,3,Yes
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1954,3,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1955,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1956,5,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1957,3,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1958,4,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1959,3,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1960,4,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1961,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1962,3,No
ID1963,1,No
ID1963,1,No
ID1963,1,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1964,5,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1965,4,No
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1966,4,Yes
ID1967,1,No
ID1967,1,No
ID1967,1,No
ID1967,1,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1968,4,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1969,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1970,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1971,5,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1972,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1973,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1974,4,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1975,2,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1976,3,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1977,9,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1978,2,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
ID1979,5,No
